Unnamed: 0,NestID,County,Substrate,Latitude,Longitude,Occupied,Active,Successful,Hatched,Fledged,Perished,Status,Year,Station,Distance
1668,LA193,Lake,Tree,28.6745,-81.673,1,1,1,2,2,0,,2019,USW00012819,21.079588711454292
1669,LA199,Lake,Tree,28.547407,-81.781259,1,1,1,2,2,0,,2019,USW00012819,30.595438100023557
1670,LA200,Lake,Tree,28.65067,-81.70983,1,1,1,2,2,0,,2019,USW00012819,21.335781587636067
1671,LA205,Lake,Tree,28.77433,-81.67733,0,0,0,0,0,0,,2019,USW00012819,13.914927986955282
1672,LA206,Lake,Tree,28.818,-81.846,1,1,1,1,1,0,,2019,USW00012819,3.563726212059618
1673,LA207,Lake,Tree,28.782895,-81.654625,1,1,1,2,2,0,,2019,USW00012819,15.699582270228099
1674,LA208,Lake,Tree,28.690111,-81.70664,1,1,0,0,0,0,,2019,USW00012819,17.720461164842302
1675,LA209,Lake,ArtStruct,28.55071,-81.744245,0,0,0,0,0,0,,2019,USW00012819,30.77100737760144
1676,LA210,Lake,Tree,28.800466,-81.676202,1,1,1,1,1,0,,2019,USW00012819,13.207336308053758
1677,LA211,Lake,Tree,28.711117,-81.782395,1,1,1,2,2,0,,2019,USW00012819,12.550236673341171
1678,LA212,Lake,Tree,28.774987,-81.703626,1,1,1,2,1,1,,2019,USW00012819,11.54833236404763
1679,LA213,Lake,Tree,28.709607,-81.682245,1,1,0,0,0,0,,2019,USW00012819,17.57216529
1680,LA214,Lake,Tree,28.822767,-81.800411,1,1,1,2,2,0,,2019,USW00012819,0.9103394933488117
1681,LA215,Lake,Tree,28.68318,-81.70553,1,1,1,1,1,0,,2019,USW00012819,18.420296036921474
1682,LA962,Lake,ArtStruct,28.869526,-81.638406,0,0,0,0,0,0,,2019,USW00012819,17.51348402
1683,LA993,Lake,Tree,29.169067,-81.526136,0,0,0,0,0,0,,2019,USW00012834,44.11019029222641
1684,LE020,Lee,Tree,26.50866722,-82.08050463,1,1,0,1,0,1,,2019,USW00012835,23.381578850767347
1685,LE022,Lee,Tree,26.46625,-82.164542,1,1,1,1,1,0,,2019,USW00012835,32.91583654173118
1686,LE026,Lee,Tree,26.70291036,-81.84769392,1,1,1,2,2,0,,2019,USW00012835,13.187774742704782
1687,LE027,Lee,Tree,26.62811285,-81.98626656,1,1,1,2,1,1,,2019,USW00012835,13.30413009516647
1688,LE035,Lee,Tree,26.58553,-82.022787,1,1,1,2,2,0,,2019,USW00012835,16.042223294782712
1689,LE036,Lee,ArtStruct,26.566786,-82.007303,1,1,1,1,1,0,,2019,USW00012835,14.643535248635576
1690,LE038,Lee,Tree,26.530642,-81.912752,1,1,0,1,0,1,,2019,USW00012835,7.905274541348803
1691,LE043,Lee,ArtStruct,26.666444,-81.905595,1,1,1,2,2,0,,2019,USW00012835,10.06787756360187
1692,LE050,Lee,Tree,26.337232,-81.805118,0,0,0,0,0,0,,2019,USW00012897,20.484874266943216
1693,LE053,Lee,Tree,26.4929261,-82.0770879,1,1,1,2,2,0,,2019,USW00012835,23.766016413913842
1694,LE055,Lee,tree,26.61261504,-82.01957457,0,0,0,0,0,0,,2019,USW00012835,16.018941408237662
1695,LE056,Lee,Tree,26.618,-81.653167,1,1,1,1,1,0,,2019,USW00012894,13.605820664933827
1696,LE059,Lee,Tree,26.446,-82.041833,0,0,0,0,0,0,,2019,USW00012835,23.681450261314488
1697,LE062,Lee,Tree,26.631376,-82.017398,1,1,1,2,1,1,,2019,USW00012835,16.340022000088716
1698,LE070,Lee,Tree,26.49366667,-81.99566667,0,0,0,0,0,0,,2019,USW00012835,16.771025707506265
1699,LE071,Lee,Tree,26.5180499,-81.94509633,1,1,1,3,3,0,,2019,USW00012835,11.160006011288244
1700,LE073,Lee,Tree,26.577758,-82.211385,1,1,1,1,1,0,,2019,USW00012835,34.80633179811224
1701,LE074,Lee,ArtStruct,26.451528,-82.133321,1,1,1,1,1,0,,2019,USW00012835,30.85064618738438
1702,LE080,Lee,Tree,26.365333,-81.81,1,1,0,1,0,1,,2019,USW00012894,19.92377063076679
1703,LE087,Lee,Tree,26.487418,-82.183514,1,1,1,2,1,1,,2019,USW00012835,33.824005355919816
1704,LE091,Lee,ArtStruct,26.5795,-81.963,1,1,1,2,2,0,,2019,USW00012835,10.11540762
1705,LE092,Lee,ArtStruct,26.700082,-81.9554543,1,1,1,2,2,0,,2019,USW00012835,15.848224836399849
1706,LE097,Lee,Tree,26.326443,-81.808923,1,1,1,1,1,0,,2019,USW00012897,19.361275902090387
1707,LE102,Lee,Tree,26.515667,-82.088667,0,0,0,0,0,0,,2019,USW00012835,23.876966824882118
1708,LE103,Lee,ArtStruct,26.643729,-81.944204,1,1,1,2,2,0,,2019,USW00012835,10.506323292347846
1709,LE106,Lee,Tree,26.36983,-81.81583,1,1,1,2,2,0,,2019,USW00012894,19.608418150848276
1710,LE107,Lee,Tree,26.665333,-82.154667,1,1,1,1,1,0,,2019,USW00012835,30.485599998652617
1711,LE109,Lee,Tree,26.663051,-82.056603,1,1,1,2,2,0,,2019,USW00012835,21.253396215510378
1712,LE111,Lee,Tree,26.393886,-81.837705,1,1,1,2,2,0,,2019,USW00012894,17.94227499651672
1713,LE112,Lee,Tree,26.549958,-82.095513,1,1,1,2,2,0,,2019,USW00012835,23.600414620373733
1714,LE113,Lee,Tree,26.44244798,-82.06575936,1,1,0,0,0,0,,2019,USW00012835,25.774068935126046
1715,LE115,Lee,Tree,26.427684,-82.092047,1,1,0,0,0,0,,2019,USW00012835,28.849155638032027
1716,LE116,Lee,Tree,26.437314,-82.119824,0,0,0,0,0,0,,2019,USW00012835,30.50235353
1717,LE117,Lee,Tree,26.497005,-81.979585,1,0,0,0,0,0,,2019,USW00012835,15.287532032130445
1718,LE124,Lee,ArtStruct,26.697633,-81.892345,1,1,0,1,0,1,,2019,USW00012835,12.900329776839506
1719,LE995,Lee,Tree,26.356714,-81.765014,1,1,0,0,0,0,,2019,USW00012894,20.18049008091392
1720,LN018,Leon,Tree,30.528833,-84.258833,1,1,0,0,0,0,,2019,USC00088756,17.415837382215404
1721,MN004,Manatee,Tree,27.41696769,-82.51423057,1,1,1,2,2,0,,2019,USW00012871,4.709800465
1722,MN006,Manatee,Tree,27.49597591,-82.49945529,1,1,1,1,1,0,,2019,USW00012871,12.022896185824251
1723,MN013,Manatee,Tree,27.518333,-82.438333,1,1,1,1,1,0,,2019,USW00012871,17.60028285897799
1724,MN014,Manatee,Tree,27.528102,-82.481809,1,1,1,2,2,0,,2019,USW00012871,15.992143851775651
1725,MN015,Manatee,Tree,27.433869,-82.412336,1,1,1,1,1,0,,2019,USW00012871,14.882828290960022
1726,MN017,Manatee,ArtStruct,27.553333,-82.458333,1,1,1,1,1,0,,2019,USW00012871,19.572651381018265
1727,MN023,Manatee,Tree,27.45980589,-82.486462,1,1,1,2,2,0,,2019,USW00012871,9.634377843940555
1728,MN027,Manatee,Tree,27.565,-82.493333,1,1,1,2,2,0,,2019,USW00012871,19.291938476185088
1729,MN028,Manatee,Tree,27.505686,-82.66333,1,1,1,3,3,0,,2019,USW00012871,15.525624608045494
1730,MN036,Manatee,Tree,27.442541,-82.451263,1,1,1,2,2,0,,2019,USW00012871,11.539846199610162
1731,MN038,Manatee,ArtStruct,27.456833,-82.649,1,1,1,2,2,0,,2019,USW00012871,10.83791357060785
1732,MN039,Manatee,Tree,27.5,-82.47566667,0,0,0,0,0,0,,2019,USW00012871,13.677614239843566
1733,MN040,Manatee,Tree,27.417224,-82.45005,0,0,0,0,0,0,,2019,USW00012871,10.86057677109546
1734,MN043,Manatee,ArtStruct,27.4166,-82.54181,0,0,0,0,0,0,,2019,USW00012871,2.3645085705854516
1735,MN046,Manatee,ArtStruct,27.45816635,-82.575856,1,1,1,2,2,0,,2019,USW00012871,6.530640749409103
1736,MN048,Manatee,Tree,27.53253304,-82.58685775,0,0,0,0,0,0,,2019,USW00012871,14.838371876773316
1737,MN049,Manatee,ArtStruct,27.51049216,-82.7156477,1,1,1,1,1,0,,2019,USW00012871,19.672865390620906
1738,MN050,Manatee,Tree,27.459124,-82.621422,1,1,1,2,2,0,,2019,USW00012871,8.917290040795216
1739,MN052,Manatee,Tree,27.475316,-82.518331,1,1,1,2,2,0,,2019,USW00012871,9.124699306
1740,MN054,Manatee,ArtStruct,27.582,-82.4447,1,1,1,1,1,0,,2019,USW00012871,23.006570200036933
1741,MN058,Manatee,ArtStruct,27.414406,-82.268382,1,1,1,2,2,0,,2019,USW00012871,28.68756366
1742,MN059,Manatee,ArtStruct,27.493831,-82.480583,1,1,1,1,1,0,,2019,USW00012871,12.837878250940395
1743,MN060,Manatee,Tree,27.48814,-82.66814,1,1,1,1,1,0,,2019,USW00012871,14.480309473848793
1744,MN063,Manatee,ArtStruct,27.615441,-82.484204,1,1,1,1,1,0,,2019,USW00092806,21.990419025409246
1745,MN962,Manatee,Tree,27.433886,-82.622175,0,0,0,0,0,0,,2019,USW00012871,7.234706140345879
1746,MN971,Manatee,Tree,27.44657299,-82.47894737,1,1,1,1,1,0,,2019,USW00012871,9.328229267905135
1747,MR116,Marion,Tree,29.439333,-82.184833,1,1,1,2,2,0,,2019,USW00012816,29.415487266358628
1748,MR131,Marion,Tree,29.478167,-82.225333,1,1,1,1,1,0,,2019,USW00012816,24.24461628833931
1749,MR162,Marion,Tree,28.9755,-81.9545,1,0,0,0,0,0,,2019,USW00012819,22.189897018852694
1750,MR186,Marion,Tree,29.191115,-82.122176,1,1,1,1,1,0,,2019,USW00012819,51.12343866350248
1751,MR187,Marion,ArtStruct,28.970607,-82.00599,1,1,1,2,2,0,,2019,USW00012819,25.309464027618617
1752,MR188,Marion,Tree,28.975371,-81.92954,1,1,1,2,2,0,,2019,USW00012819,20.718814871692025
1753,MR189,Marion,Tree,29.391829,-82.20194,1,1,1,2,2,0,,2019,USW00012816,34.10580552951616
1754,MT001,Martin,Tree,27.0055,-80.134833,1,1,1,1,1,0,,2019,USW00012844,35.802065582300024
1755,MT004,Martin,Tree,27.127333,-80.659667,0,0,0,0,0,0,,2019,USC00085895,53.06149068706522
1756,MT006,Martin,Tree,26.9685,-80.54916667,1,1,1,2,2,0,,2019,USW00012844,54.651296427118865
1757,MT008,Martin,Tree,26.98083,-80.578,1,1,1,1,1,0,,2019,USC00085895,52.86205198439857
1758,MT010,Martin,Tree,27.11168889,-80.21268056,1,1,1,2,2,0,,2019,USW00012844,48.751615644030224
1759,MT011,Martin,Tree,26.969,-80.573,1,1,1,2,2,0,,2019,USC00085895,52.96705821247672
1760,MT017,Martin,Tree,26.96066667,-80.57566667,1,1,1,2,2,0,,2019,USC00085895,52.469797920158506
1761,MT025,Martin,Tree,27.177,-80.598833,1,1,1,1,1,0,,2019,USW00012843,56.21876070912017
1762,MT026,Martin,Tree,27.045833,-80.342333,1,1,1,2,2,0,,2019,USW00012844,46.80477440767135
1763,MT027,Martin,Tree,27.191,-80.212667,1,1,1,2,2,0,,2019,USW00012843,55.32896306174175
1764,MT028,Martin,Tree,27.140167,-80.168,1,1,1,2,2,0,,2019,USW00012844,51.05922662727095
1765,MT029,Martin,Tree,27.255167,-80.247667,1,1,1,1,1,0,,2019,USW00012843,47.43187681798013
1766,MT031,Martin,Tree,27.185334,-80.273063,1,1,1,1,1,0,,2019,USW00012843,54.08405955212125
1767,MT032,Martin,Tree,26.967,-80.58,1,1,1,1,1,0,,2019,USC00085895,52.23909055327443
1768,MT033,Martin,Tree,27.12736,-80.289604,1,1,1,2,2,0,,2019,USW00012844,52.67750955305782
1769,MT034,Martin,ArtStruct,27.22603117,-80.23766461,1,1,1,1,1,0,,2019,USW00012843,50.814070188188566
1770,NA003,Nassau,Tree,30.614995,-81.4784697,1,1,1,2,2,0,,2019,USC00082944,6.283626518267628
1771,NA004,Nassau,Tree,30.5734315,-81.4566169,1,1,1,2,2,0,,2019,USC00082944,10.400700817939137
1772,NA005,Nassau,Tree,30.693638,-81.446269,1,1,1,1,1,0,,2019,USC00082944,3.032258919106404
1773,NA006,Nassau,Tree,30.570948,-81.510759,1,1,1,2,2,0,,2019,USC00082944,12.038078597994733
1774,NA991,Nassau,Tree,30.659394,-81.508153,0,0,0,0,0,0,,2019,USC00082944,5.388124392192174
1775,OK013,Okeechobee,Tree,27.14277,-80.67923,1,1,1,2,2,0,,2019,USC00085895,52.60648098184487
1776,OR005,Orange,Tree,28.613167,-81.549833,1,1,1,2,2,0,,2019,USW00012841,22.207267383086677
1777,OR007,Orange,Tree,28.4745,-81.599667,1,1,0,1,0,1,,2019,USW00012841,27.031550701791044
1778,OR017,Orange,Tree,28.777667,-81.642667,1,1,1,1,1,0,,2019,USW00012819,16.981286632385753
1779,OR020,Orange,Tree,28.473833,-80.906667,1,1,0,2,0,2,,2019,USW00012815,41.28116569864356
1780,OR021,Orange,Tree,28.58546,-81.43873,1,1,1,2,2,0,,2019,USW00012841,10.976802512824213
1781,OR023,Orange,Tree,28.604667,-81.353,0,0,0,0,0,0,,2019,USW00012841,6.688101462
1782,OR029,Orange,Tree,28.361409,-81.211275,1,1,0,0,0,0,,2019,USW00012815,12.719307056023688
1783,OR031,Orange,Tree,28.6365,-81.3765,1,1,1,2,2,0,,2019,USW00012841,10.777557784697247
1784,OR032,Orange,Tree,28.768167,-81.648,1,1,1,2,2,0,,2019,USW00012819,16.826909596876284
1785,OR033,Orange,Tree,28.78451,-81.645333,1,1,1,1,1,0,,2019,USW00012819,16.52681140275912
1786,OR035,Orange,Tree,28.714749,-81.666509,1,1,0,0,0,0,,2019,USW00012819,18.311807865178665
1787,OR039,Orange,Tree,28.543167,-81.571833,1,1,1,1,1,0,,2019,USW00012841,23.093556219240785
1788,OR042,Orange,Tree,28.535,-81.357,0,0,0,0,0,0,,2019,USW00012841,2.465582541918282
1789,OR046,Orange,Tree,28.483976,-81.32665,1,1,1,2,2,0,,2019,USW00012841,7.0085176959423165
1790,OR050,Orange,Tree,28.541585,-81.274978,1,1,0,0,0,0,,2019,USW00012841,5.931428229332972
1791,OR053,Orange,Tree,28.465667,-81.542667,1,1,1,1,1,0,,2019,USW00012815,22.008908996906626
1792,OR058,Orange,Tree,28.746167,-81.532333,1,1,0,0,0,0,,2019,USW00012819,28.29045791989987
1793,OR059,Orange,Tree,28.391833,-81.371667,1,1,1,2,2,0,,2019,USW00012815,5.497889398609694
1794,OR060,Orange,Tree,28.487891,-81.36501,1,1,1,1,1,0,,2019,USW00012841,7.131772327809998
1795,OR061,Orange,Tree,28.6004,-81.56541,1,1,0,0,0,0,,2019,USW00012841,23.242188503615967
1796,OR065,Orange,Tree,28.45,-81.3055,1,1,1,2,2,0,,2019,USW00012815,3.9756822934747778
1797,OR066,Orange,Tree,28.57245698,-81.55968927,1,1,1,1,1,0,,2019,USW00012841,22.090232162332594
1798,OR067,Orange,ArtStruct,28.518333,-81.5385,1,1,1,2,2,0,,2019,USW00012841,20.083201968199774
1799,OR070,Orange,Tree,28.387,-81.251,0,0,0,0,0,0,,2019,USW00012815,7.950771660368058
1800,OR075,Orange,Tree,28.447167,-80.939167,1,1,1,2,2,0,,2019,USW00012815,37.77995448627301
1801,OR076,Orange,Tree,28.555833,-81.395833,0,0,0,0,0,0,,2019,USW00012841,5.988764957574053
1802,OR077,Orange,ArtStruct,28.491,-81.4635,1,1,1,2,2,0,,2019,USW00012841,13.952488621311701
1803,OR078,Orange,ArtStruct,28.354,-81.3085,1,1,1,2,2,0,,2019,USW00012815,7.302808626603405
1804,OR079,Orange,ArtStruct,28.400167,-81.334667,1,1,1,2,2,0,,2019,USW00012815,2.2564865591608374
1805,OR080,Orange,ArtStruct,28.3765,-81.405,0,0,0,0,0,0,,2019,USW00012815,9.170263247181937
1806,OR081,Orange,Tree,28.412333,-81.246833,1,1,1,2,2,0,,2019,USW00012815,7.587819025676415
1807,OR082,Orange,Tree,28.546167,-81.452833,1,1,1,2,2,0,,2019,USW00012841,11.46668859612947
1808,OR084,Orange,Tree,28.63783,-81.431,1,1,1,2,2,0,,2019,USW00012841,13.788169008390652
1809,OR085,Orange,ArtStruct,28.589722,-81.369167,1,1,1,2,2,0,,2019,USW00012841,5.8236242178574384
1810,OR086,Orange,Tree,28.585477,-81.338633,1,1,1,1,1,0,,2019,USW00012841,4.341926472995653
1811,OR087,Orange,ArtStruct,28.450952,-81.441509,0,0,0,0,0,0,,2019,USW00012815,12.040661914900333
1812,OR088,Orange,Tree,28.7346506,-81.6031757,0,0,0,0,0,0,,2019,USW00012819,22.31546942429113
1813,OR089,Orange,Tree,28.478666,-81.235135,1,1,1,2,2,0,,2019,USW00012815,10.994571597212067
1814,OR090,Orange,ArtStruct,28.473949,-81.2427946,0,0,0,0,0,0,,2019,USW00012815,10.08152341348383
1815,OR091,Orange,ArtStruct,28.593662,-81.260593,0,0,0,0,0,0,,2019,USW00012841,8.993931400147261
1816,OR092,Orange,Tree,28.549994,-81.614702,1,1,1,1,1,0,,2019,USW00012841,27.27974433163522
1817,OR093,Orange,Tree,28.460001,-81.596792,1,1,1,1,1,0,,2019,USW00012815,27.061693059552734
1818,OR094,Orange,ArtStruct,28.469524,-81.529146,1,1,0,0,0,0,,2019,USW00012841,20.774289840099495
1819,OR095,Orange,Tree,28.55752701,-81.61784393,0,0,0,0,0,0,,2019,USW00012841,27.610019390081025
1820,OR096,Orange,Tree,28.702611,-81.536428,1,1,1,2,1,1,,2019,USW00012841,26.192573579881135
1821,OR097,Orange,Tree,28.535643,-81.409303,1,1,1,2,2,0,,2019,USW00012841,7.315943894514428
1822,OR098,Orange,Tree,28.730488,-81.625921,1,1,1,1,1,0,,2019,USW00012819,20.56318195254376
1823,OR099,Orange,Tree,28.42186,-81.539212,1,1,1,1,1,0,,2019,USW00012815,21.037639486726697
1824,OR100,Orange,Tree,28.448348,-81.238818,1,1,0,0,0,0,,2019,USW00012815,8.989519211968965
1825,OR101,Orange,Tree,28.378674,-81.598618,1,1,1,2,2,0,,2019,USW00012815,27.206485855572897
1826,OR102,Orange,Tree,28.498473,-81.215897,1,1,1,2,2,0,,2019,USW00012841,12.843690945298642
1827,OR103,Orange,Tree,28.584205,-80.994058,1,1,1,1,1,0,,2019,USW00012854,32.61936461228087
1828,OR110,Orange,ArtStruct,28.550182,-81.64718,0,0,0,0,0,0,,2019,USW00012841,30.452005071684745
1829,OR111,Orange,Tree,28.631182,-81.334902,0,0,0,0,0,0,,2019,USW00012841,9.413032472030824
1830,OR112,Orange,ArtStruct,28.611756,-81.498892,1,1,1,2,2,0,,2019,USW00012841,17.531188536944747
1831,OR966,Orange,ArtStruct,28.5164,-81.592569,0,0,0,0,0,0,,2019,USW00012841,25.341621668616515
1832,OR97B,Orange,Tree,28.491098,-81.31557,0,0,0,0,0,0,,2019,USW00012841,6.462264134928364
1833,OR97D,Orange,Tree,28.512886,-81.609191,1,1,0,0,0,0,,2019,USW00012841,27.00383807728266
1834,OR981,Orange,Tree,28.425409,-81.52083,0,0,0,0,0,0,,2019,USW00012815,19.252375620499752
1835,OR983,Orange,ArtStruct,28.601249,-81.218827,1,1,1,2,2,0,,2019,USW00012841,12.911039012041403
1836,OR986,Orange,Tree,28.575404,-81.318151,0,0,0,0,0,0,,2019,USW00012841,3.627575837974917
1837,OR98D,Orange,Tree,28.43988,-80.948281,1,1,0,0,0,0,,2019,USW00012815,36.83149935984153
1838,OS001,Osceola,Tree,28.25616667,-81.38083333,1,1,1,2,2,0,,2019,USW00012815,18.85474509418675
1839,OS002,Osceola,Tree,28.2085,-81.36366667,0,0,0,0,0,0,,2019,USW00012815,23.63882583033532
1840,OS008,Osceola,Tree,27.9145,-81.127,1,1,1,2,2,0,,2019,USW00012815,59.25091678698674
1841,OS050,Osceola,Tree,27.888167,-81.057,1,1,1,2,2,0,,2019,USW00012815,64.49580648989316
1842,OS052,Osceola,Tree,28.016333,-81.1905,1,1,1,1,1,0,,2019,USW00012815,46.56645062071574
1843,OS066,Osceola,Tree,28.267,-81.37466667,1,1,0,0,0,0,,2019,USW00012815,17.52719086423302
1844,OS068,Osceola,Tree,28.09,-81.28983333,1,1,1,1,1,0,,2019,USW00012815,36.650720810951256
1845,OS075,Osceola,Tree,28.21916667,-81.359,1,1,1,2,2,0,,2019,USW00012815,22.395396638795656
1846,OS084,Osceola,Tree,28.2474054,-81.3169706,1,1,1,2,2,0,,2019,USW00012815,19.006664379533223
1847,OS102,Osceola,Tree,28.24716667,-81.44533333,0,0,0,0,0,0,,2019,USW00012815,22.41641438491909
1848,OS103,Osceola,Tree,28.333121,-81.274091,1,0,0,0,0,0,,2019,USW00012815,10.653975114118888
1849,OS112,Osceola,Tree,28.0905,-81.25666667,0,0,0,0,0,0,,2019,USW00012815,37.035099804259936
1850,OS114,Osceola,Tree,27.94,-81.218833,1,1,1,1,1,0,,2019,USW00012815,54.16801004325234
1851,OS133,Osceola,Tree,27.8875,-81.06,1,1,1,2,2,0,,2019,USW00012815,64.44488062
1852,OS140,Osceola,Tree,27.932333,-81.226,1,1,1,1,1,0,,2019,USW00012876,54.057990298673346
1853,OS146,Osceola,Tree,27.934333,-81.225,1,1,1,2,2,0,,2019,USW00012876,54.09369047351443
1854,OS147,Osceola,Tree,28.175,-80.89333333,1,1,1,1,1,0,,2019,USW00012815,50.104231740129855
1855,OS148,Osceola,Tree,28.193,-81.28966667,1,1,1,1,1,0,,2019,USW00012815,25.269609443916796
1856,OS149,Osceola,Tree,28.19933333,-81.34966667,1,1,1,2,1,1,,2019,USW00012815,24.467173169055464
1857,OS150,Osceola,Tree,28.27283333,-81.32433333,1,1,1,2,2,0,,2019,USW00012815,16.166294695112587
1858,OS156,Osceola,Tree,28.22166667,-81.36883333,1,1,1,2,2,0,,2019,USW00012815,22.28951321937915
1859,OS162,Osceola,Tree,28.241124,-81.355915,1,1,0,0,0,0,,2019,USW00012815,19.93643437596098
1860,OS166,Osceola,Tree,27.896,-81.145333,0,0,0,0,0,0,,2019,USW00012815,60.65617957214953
1861,OS167,Osceola,Tree,28.33683333,-81.33616667,1,1,1,1,1,0,,2019,USW00012815,9.126091317414735
1862,OS169,Osceola,Tree,28.26666667,-81.34666667,1,1,1,2,2,0,,2019,USW00012815,16.995702543584084
1863,OS170,Osceola,Tree,27.932667,-81.2405,1,1,1,1,1,0,,2019,USW00012876,52.67659168143086
1864,OS178,Osceola,Tree,28.2015,-81.3405,0,0,0,0,0,0,,2019,USW00012815,24.151424463183552
1865,OS179,Osceola,Tree,28.26366667,-81.39616667,1,1,1,2,1,1,,2019,USW00012815,18.575427080941363
1866,OS180,Osceola,Tree,28.31833333,-81.41166667,1,1,1,2,2,0,,2019,USW00012815,14.025629509425281
1867,OS185,Osceola,Tree,28.22016667,-81.33966667,1,1,1,2,2,0,,2019,USW00012815,22.075006660060588
1868,OS194,Osceola,ArtStruct,28.21883333,-81.31983333,1,0,0,0,0,0,,2019,USW00012815,22.174805825912966
1869,OS200,Osceola,Tree,28.23066667,-81.26016667,1,1,1,2,2,0,,2019,USW00012815,21.774522402035103
1870,OS205,Osceola,Tree,28.275046,-81.386802,1,1,1,2,2,0,,2019,USW00012815,17.060780505584663
1871,OS215,Osceola,Tree,28.251169,-81.374509,1,1,1,1,1,0,,2019,USW00012815,19.218532647916813
1872,OS216,Osceola,Tree,28.281671,-81.329455,1,1,1,1,1,0,,2019,USW00012815,15.192516394106413
1873,OS218,Osceola,Tree,27.90921,-81.106634,1,1,1,1,1,0,,2019,USW00012815,60.48203646605889
1874,OS219,Osceola,Tree,27.9534735,-81.203027,1,1,1,1,1,0,,2019,USW00012815,53.02305427485889
1875,OS220,Osceola,Tree,27.938506,-81.211433,1,1,1,1,1,0,,2019,USW00012815,54.473551778020955
1876,OS221,Osceola,Tree,28.214641,-81.366146,1,1,1,2,2,0,,2019,USW00012815,23.007589485482765
1877,OS222,Osceola,ArtStruct,28.299499,-81.363461,1,1,0,0,0,0,,2019,USW00012815,13.75073990665595
1878,OS223,Osceola,Tree,28.276851,-81.249022,1,1,1,1,1,0,,2019,USW00012815,17.353051435199497
1879,OS224,Osceola,ArtStruct,28.33918,-81.56124,0,0,0,0,0,0,,2019,USW00012815,24.80614279
1880,OS225,Osceola,Tree,27.88391135,-81.05431228,1,1,0,0,0,0,,2019,USW00012815,65.03547304232363
1881,OS226,Osceola,ArtStruct,27.897708,-81.08332,0,0,0,0,0,0,,2019,USW00012815,62.50783104094522
1882,OS228,Osceola,Tree,28.202191,-81.366935,1,1,1,2,2,0,,2019,USW00012815,24.38412056
1883,OS962,Osceola,ArtStruct,28.305015,-81.349318,0,0,0,0,0,0,,2019,USW00012815,12.82684365617422
1884,OS986,Osceola,Tree,27.875425,-81.035532,1,1,1,2,2,0,,2019,USW00012843,65.84758145072168
1885,OS991,Osceola,Tree,27.918378,-81.128111,0,0,0,0,0,0,,2019,USW00012815,58.80766008
1886,OS995,Osceola,ArtStruct,28.02172,-81.199859,0,0,0,0,0,0,,2019,USW00012815,45.73922911462632
1887,PB001,Palm_Beach,Tree,26.682439,-80.763379,0,0,0,0,0,0,,2019,USC00085895,36.614332011198286
1888,PB006,Palm_Beach,Tree,26.79433333,-80.16966667,1,1,0,1,0,1,,2019,USW00012844,14.018727771997217
1889,PB014,Palm_Beach,Tree,26.741667,-80.69,1,1,1,1,1,0,,2019,USC00085895,40.91384616747305
1890,PB025,Palm_Beach,Tree,26.731635,-80.357617,1,1,1,1,1,0,,2019,USW00012844,26.18716803303547
1891,PB026,Palm_Beach,Tree,26.850967,-80.61525,1,1,1,2,2,0,,2019,USC00085895,46.83863351245457
1892,PB027,Palm_Beach,Tree,26.5730203,-80.21095172,1,1,1,3,3,0,,2019,USW00012844,16.695937730434657
1893,PB033,Palm_Beach,ArtStruct,26.400496,-80.144968,1,1,1,2,2,0,,2019,USW00092805,17.469351918522445
1894,PB034,Palm_Beach,Tree,26.660741,-80.629021,1,1,1,1,1,0,,2019,USC00085895,49.669642770596205
1895,PB035,Palm_Beach,Tree,26.857754,-80.134844,1,1,0,0,0,0,,2019,USW00012844,19.522025973694653
1896,PB944,Palm_Beach,Tree,26.611167,-80.837667,1,1,0,0,0,0,,2019,USC00085895,35.51946196365991
1897,PB952,Palm_Beach,Tree,26.644417,-80.663167,0,0,0,0,0,0,,2019,USC00085895,47.391772570751804
1898,PB953,Palm_Beach,Tree,26.748291,-80.141505,1,1,1,2,2,0,,2019,USW00012844,8.188085977
1899,PB983,Palm_Beach,Tree,26.546871,-80.076187,1,1,1,1,1,0,,2019,USW00012844,15.539416889374811
1900,PB992,Palm_Beach,Tree,26.631638,-80.047961,0,0,0,0,0,0,,2019,USW00012844,7.826010209304597
1901,PI003,Pinellas,Tree,28.171833,-82.701833,0,0,0,0,0,0,,2019,USC00088824,5.5402651500736875
1902,PI004,Pinellas,Tree,28.079833,-82.704167,1,1,1,2,2,0,,2019,USC00088824,9.409340861
1903,PI005,Pinellas,Tree,28.119833,-82.721833,1,1,1,2,2,0,,2019,USC00088824,4.776871578241934
1904,PI013,Pinellas,ArtStruct,27.860167,-82.771333,1,1,1,1,1,0,,2019,USW00012873,10.247394975711943
1905,PI014,Pinellas,ArtStruct,27.7271322,-82.6762283,1,1,1,1,1,0,,2019,USW00092806,6.772940269688779
1906,PI020,Pinellas,Tree,28.01129547,-82.77227551,1,1,1,1,1,0,,2019,USW00012873,13.896447705202961
1907,PI021,Pinellas,ArtStruct,27.834809,-82.675835,1,1,1,1,1,0,,2019,USW00012873,8.697001189176236
1908,PI023,Pinellas,Tree,28.211564,-82.850316,1,1,1,1,1,0,,2019,USC00088824,11.53205163364958
1909,PI025,Pinellas,ArtStruct,27.9195,-82.701333,1,1,1,2,2,0,,2019,USW00012873,1.7326632850744956
