NestID,County,Substrate,Latitude,Longitude,Occupied,Active,Successful,Hatched,Fledged,Perished,Year,Status
MN910,Manatee,Artificial Substrate,27.540344,-82.506955,N,N,N,0,0,0,2023,Destroyed
MN911,Manatee,Tree,27.4885444,-82.4274833,N,N,N,0,0,0,2023,Destroyed
MN922,Manatee,Artificial Substrate,27.38965,-82.529273,N,N,N,0,0,0,2023,Destroyed
MN931,Manatee,Tree,27.365438,-82.432815,N,N,N,0,0,0,2023,Inactive
MN932,Manatee,Tree,27.422556,-82.667166,Y,Y,Y,2,1,1,2023,Successful
MN933,Manatee,Tree,27.546987,-82.384216,Y,Y,Y,2,2,0,2023,Successful
MO014,Monroe,Tree,24.863208,-80.723672,N,N,N,0,0,0,2023,Inactive
MR105,Marion,Tree,29.283167,-81.649,N,N,N,0,0,0,2023,Inactive
MR116,Marion,Tree,29.439333,-82.184833,N,N,N,0,0,0,2023,Destroyed
MR131,Marion,Tree,29.478167,-82.225333,Y,Y,Y,2,2,0,2023,Successful
MR145,Marion,Tree,29.088667,-81.935667,Y,Y,Y,2,1,1,2023,Successful
MR155,Marion,Tree,29.09674,-82.157681,N,N,N,0,0,0,2023,Inactive
MR158,Marion,Tree,29.1121118,-81.914134,Y,Y,Y,2,2,0,2023,Successful
MR162,Marion,Tree,28.978253,-81.956585,N,N,N,0,0,0,2023,Inactive
MR183,Marion,Tree,29.08117,-81.92033,Y,Y,N,0,0,0,2023,Failed
MR186,Marion,Tree,29.191115,-82.122176,Y,Y,Y,1,1,0,2023,Successful
MR187,Marion,Artificial Substrate,28.970607,-82.00599,Y,Y,Y,2,2,0,2023,Successful
MR188,Marion,Tree,28.975678,-81.929275,N,N,N,0,0,0,2023,Inactive
MR190,Marion,Tree,29.136029,-82.141994,Y,Y,Y,2,1,1,2023,Successful
MR932,Marion,Tree,29.426755,-82.215188,N,N,N,0,0,0,2023,Taken
MT001,Martin,Tree,27.0055,-80.134833,N,N,N,0,0,0,2023,Inactive
MT004,Martin,Tree,27.125258,-80.665875,Y,Y,N,0,0,0,2023,Failed
MT006,Martin,Tree,26.98223,-80.54384,Y,Y,Y,2,2,0,2023,Successful
MT008,Martin,Tree,26.98083,-80.578,Y,Y,Y,1,1,0,2023,Successful
MT011,Martin,Tree,26.969,-80.573,Y,Y,Y,1,1,0,2023,Successful
MT017,Martin,Tree,26.96066667,-80.57566667,Y,Y,Y,2,2,0,2023,Successful
MT025,Martin,Tree,27.177,-80.598833,Y,Y,Y,1,1,0,2023,Successful
MT026,Martin,Tree,27.045833,-80.342333,Y,Y,N,0,0,0,2023,Failed
MT027,Martin,Tree,27.191,-80.212667,Y,Y,Y,2,2,0,2023,Successful
MT028,Martin,Tree,27.140167,-80.168,Y,N,N,0,0,0,2023,Failed
MT029,Martin,Tree,27.255167,-80.247667,Y,Y,Y,2,2,0,2023,Successful
MT031,Martin,Tree,27.180356,-80.2747875,Y,Y,N,2,0,2,2023,Failed
MT032,Martin,Tree,26.967,-80.58,N,N,N,0,0,0,2023,Inactive
MT035,Martin,Tree,27.229714,-80.256468,Y,Y,Y,2,2,0,2023,Successful
MT931,Martin,Tree,26.96968,-80.55702,N,N,N,0,0,0,2023,Destroyed
MT932,Martin,Tree,27.141358,-80.263441,Y,Y,N,2,0,2,2023,Failed
NA001,Nassau,Tree,30.6055728,-81.5287447,Y,Y,N,0,0,0,2023,Failed
NA002,Nassau,Tree,30.69,-81.523333,Y,Y,Y,2,2,0,2023,Successful
NA003,Nassau,Tree,30.614995,-81.4783892,Y,Y,Y,1,1,0,2023,Successful
NA004,Nassau,Tree,30.573405,-81.456586,Y,Y,Y,1,1,0,2023,Successful
NA005,Nassau,Tree,30.6949483,-81.4461873,Y,Y,N,1,0,1,2023,Failed
NA006,Nassau,Tree,30.570948,-81.510759,N,N,N,0,0,0,2023,Inactive
NA007,Nassau,Tree,30.524284,-81.444529,Y,Y,Y,2,2,0,2023,Successful
NA931,Nassau,Tree,30.641353,-81.549845,Y,Y,Y,2,2,0,2023,Successful
NA982,Nassau,Tree,30.566,-81.498,N,N,N,0,0,0,2023,Gone
OK013,Okeechobee,Tree,27.14277,-80.67923,Y,Y,Y,2,1,1,2023,Successful
OK015,Okeechobee,Tree,27.218269,-80.77534,N,N,N,0,0,0,2023,Inactive
OK031,Okeechobee,Tree,27.231,-80.850667,N,N,N,0,0,0,2023,Gone
OK035,Okeechobee,Tree,27.193418,-80.691117,Y,Y,N,1,0,1,2023,Failed
OK036,Okeechobee,Tree,27.216175,-80.735131,Y,Y,N,0,0,0,2023,Failed
OK037,Okeechobee,Tree,27.579071,-81.137904,Y,Y,Y,1,1,0,2023,Successful
OL003,Okaloosa,Tree,30.458235,-86.504101,Y,Y,Y,1,1,0,2023,Successful
OL006,Okaloosa,Tree,30.3924,-86.530101,Y,Y,Y,1,1,0,2023,Successful
OL009,Okaloosa,Tree,30.45681,-86.574312,Y,Y,Y,1,1,0,2023,Successful
OL010,Okaloosa,Tree,30.401797,-86.432265,Y,Y,Y,1,1,0,2023,Successful
OL981,Okaloosa,Tree,30.475469,-86.48094,Y,Y,N,1,0,1,2023,Failed
OR003,Orange,Tree,28.370505,-80.896867,Y,Y,Y,3,3,0,2023,Successful
OR004,Orange,Tree,28.366667,-80.9,Unknown,Unknown,Unknown,0,0,0,2023,Unknown
OR008,Orange,Tree,28.496083,-80.944067,N,N,N,0,0,0,2023,Inactive
OR011,Orange,Tree,28.408495,-81.262009,Y,Y,Y,2,2,0,2023,Successful
OR015,Orange,Tree,28.512183,-81.450969,Y,N,N,0,0,0,2023,Failed
OR017,Orange,Tree,28.77642,-81.64472,Y,Y,Y,1,1,0,2023,Successful
OR018,Orange,Tree,28.5435,-81.6125,N,N,N,0,0,0,2023,Inactive
OR019,Orange,Tree,28.515,-80.938333,Unknown,Unknown,Unknown,0,0,0,2023,Unknown
OR020,Orange,Tree,28.473477,-80.907348,Y,Y,Y,2,2,0,2023,Successful
OR021,Orange,Tree,28.58546,-81.43873,N,N,N,0,0,0,2023,Destroyed
OR029,Orange,Tree,28.362059,-81.211736,Y,Y,Y,1,1,0,2023,Successful
OR031,Orange,Tree,28.6365,-81.3765,N,N,N,0,0,0,2023,Destroyed
OR032,Orange,Tree,28.768167,-81.648,Y,Y,Y,1,1,0,2023,Successful
OR033,Orange,Tree,28.78451,-81.645333,N,N,N,0,0,0,2023,Inactive
OR035,Orange,Tree,28.710833,-81.653167,Y,Y,N,0,0,0,2023,Failed
OR036,Orange,Tree,28.611167,-81.166667,Y,Y,Y,2,2,0,2023,Successful
OR039,Orange,Tree,28.54317,-81.572183,Y,Y,Y,2,2,0,2023,Successful
OR040,Orange,Tree,28.482333,-80.8895,Unknown,Unknown,Unknown,0,0,0,2023,Unknown
OR046,Orange,Tree,28.483976,-81.32665,Y,Y,N,0,0,0,2023,Failed
OR048,Orange,Artificial Substrate,28.4965,-80.899,N,N,N,0,0,0,2023,Destroyed
OR050,Orange,Artificial Substrate,28.544404,-81.27678,Y,Y,N,0,0,0,2023,Failed
OR056,Orange,Tree,28.524637,-80.940243,N,N,N,0,0,0,2023,Destroyed
OR059,Orange,Tree,28.392417,-81.372767,Y,Y,Y,2,2,0,2023,Successful
OR060,Orange,Tree,28.487947,-81.365421,Y,Y,Y,1,1,0,2023,Successful
OR064,Orange,Tree,28.599333,-81.0645,Unknown,Unknown,Unknown,0,0,0,2023,Unknown
OR065,Orange,Tree,28.44865,-81.306259,Y,Y,Y,2,1,1,2023,Successful
OR066,Orange,Tree,28.57245698,-81.55968927,Y,Y,Y,2,2,0,2023,Successful
OR067,Orange,Artificial Substrate,28.517305,-81.539774,Y,Y,Y,2,2,0,2023,Successful
OR073,Orange,Tree,28.690833,-81.578,N,N,N,0,0,0,2023,Inactive
OR075,Orange,Tree,28.44755,-80.939478,Y,Y,Y,1,1,0,2023,Successful
OR077,Orange,Artificial Substrate,28.491,-81.4635,Y,Y,N,0,0,0,2023,Failed
OR078,Orange,Artificial Substrate,28.354,-81.3085,Y,Y,Y,1,1,0,2023,Successful
OR081,Orange,Tree,28.406991,-81.249908,Y,Y,Y,1,1,0,2023,Successful
OR082,Orange,Tree,28.54431,-81.45321,Y,Y,Y,2,2,0,2023,Successful
OR084,Orange,Tree,28.63783,-81.431,Y,Y,Y,1,1,0,2023,Successful
OR085,Orange,Artificial Substrate,28.589722,-81.369167,Y,Y,Y,1,1,0,2023,Successful
OR086,Orange,Tree,28.585477,-81.338633,Y,Y,Y,1,1,0,2023,Successful
OR087,Orange,Artificial Substrate,28.450952,-81.441509,Y,Y,Y,1,1,0,2023,Successful
OR089,Orange,Tree,28.478759,-81.235328,Y,Y,Y,2,2,0,2023,Successful
OR092,Orange,Tree,28.549994,-81.614702,Y,Y,Y,2,2,0,2023,Successful
OR093,Orange,Tree,28.460001,-81.596792,Y,Y,Y,1,1,0,2023,Successful
OR094,Orange,Artificial Substrate,28.469524,-81.529146,Y,Y,Y,2,2,0,2023,Successful
OR095,Orange,Tree,28.55752701,-81.61784393,Y,Y,Y,1,1,0,2023,Successful
OR096,Orange,Tree,28.702611,-81.536428,Y,Y,Y,1,1,0,2023,Successful
OR097,Orange,Tree,28.535643,-81.409303,Y,Y,N,0,0,0,2023,Failed
OR098,Orange,Tree,28.730488,-81.625921,N,N,N,0,0,0,2023,Inactive
OR099,Orange,Tree,28.42186,-81.539212,Y,Y,Y,2,2,0,2023,Successful
OR100,Orange,Tree,28.448348,-81.238818,Y,Y,Y,2,1,1,2023,Successful
OR101,Orange,Tree,28.378527,-81.599181,N,N,N,0,0,0,2023,Inactive
OR103,Orange,Tree,28.584205,-80.994058,Y,Y,Y,2,1,1,2023,Successful
OR104,Orange,Artificial Substrate,28.375849,-81.344721,Y,Y,Y,2,2,0,2023,Successful
OR105,Orange,Tree,28.681019,-81.634656,Y,Y,Y,1,1,0,2023,Successful
OR109,Orange,Tree,28.3654857,-81.437824,Y,Y,N,1,0,1,2023,Failed
OR110,Orange,Artificial Substrate,28.548211,-81.647378,Y,Y,Y,2,2,0,2023,Successful
OR111,Orange,Tree,28.631182,-81.334902,Y,Y,Y,1,1,0,2023,Successful
OR112,Orange,Artificial Substrate,28.611756,-81.498892,N,N,N,0,0,0,2023,Inactive
OR113,Orange,Tree,28.590999,-81.13952,Y,Y,Y,1,1,0,2023,Successful
OR115,Orange,Tree,28.519301,-80.98001,Y,Y,Y,1,1,0,2023,Successful
OR116,Orange,Tree,28.43107,-80.92954,Y,Y,Y,1,1,0,2023,Successful
OR117,Orange,Tree,28.439852,-80.948262,N,N,N,0,0,0,2023,Inactive
OR118,Orange,Tree,28.56757,-80.978658,Y,Y,Y,1,1,0,2023,Successful
OR119,Orange,Tree,28.484973,-81.392121,N,N,N,0,0,0,2023,Destroyed
OR120,Orange,Artificial Substrate,28.556545,-81.328697,Y,Y,Y,2,2,0,2023,Successful
OR924,Orange,Artificial Substrate,28.5105611,-81.2383306,N,N,N,0,0,0,2023,Inactive
OR931,Orange,Artificial Substrate,28.629011,-81.400047,Y,N,N,0,0,0,2023,Failed
OR933,Orange,Tree,28.629392,-81.54988,Y,Y,Y,2,2,0,2023,Successful
OR934,Orange,Artificial Substrate,28.592043,-81.415682,Y,Y,Y,1,1,0,2023,Successful
OR935,Orange,Artificial Substrate,28.375741,-81.644566,Y,N,N,0,0,0,2023,Taken
OR966,Orange,Artificial Substrate,28.5164,-81.592569,Y,Y,Y,1,1,0,2023,Successful
OR983,Orange,Artificial Substrate,28.601249,-81.218827,N,N,N,0,0,0,2023,Inactive
OR986,Orange,Tree,28.575404,-81.318151,N,N,N,0,0,0,2023,Destroyed
OR98C,Orange,Tree,28.490275,-80.932048,Y,Y,N,0,0,0,2023,Failed
OS001,Osceola,Tree,28.25616667,-81.38083333,Y,Y,Y,2,2,0,2023,Successful
OS008,Osceola,Tree,27.9145,-81.127,Y,Y,Y,2,2,0,2023,Successful
OS041,Osceola,Tree,27.935499,-81.164959,N,N,N,0,0,0,2023,Inactive
OS045,,Tree,27.906714,-81.114341,Y,Y,N,0,0,0,2023,Failed
OS050,Osceola,Tree,27.887452,-81.058033,Y,Y,Y,2,2,0,2023,Successful
OS052,Osceola,Tree,28.009801,-81.187931,Y,N,N,0,0,0,2023,Failed
OS054,Osceola,Tree,28.22266667,-81.42516667,Y,Y,Y,2,2,0,2023,Successful
OS062,Osceola,Tree,27.93454,-81.137213,Y,Y,Y,1,1,0,2023,Successful
OS068,Osceola,Tree,28.09,-81.28983333,Y,Y,Y,1,1,0,2023,Successful
OS075,Osceola,Tree,28.21916667,-81.359,Y,Y,Y,1,1,0,2023,Successful
OS083,Osceola,Tree,28.2495,-81.333,N,N,N,0,0,0,2023,Destroyed
OS084,Osceola,Tree,28.2474054,-81.3169706,Y,Y,Y,2,2,0,2023,Successful
OS085,Osceola,Tree,28.14817,-81.399,N,N,N,0,0,0,2023,Inactive
OS088,Osceola,Tree,27.829,-81.024,Y,Y,Y,2,2,0,2023,Successful
OS102,Osceola,Tree,28.24716667,-81.44533333,Y,Y,Y,1,1,0,2023,Successful
OS103,Osceola,Tree,28.3277,-81.27965,Y,Y,N,1,0,1,2023,Failed
OS114,Osceola,Tree,27.94,-81.218833,Y,Y,N,0,0,0,2023,Failed
OS124,Osceola,Tree,27.841333,-81.0245,Y,Y,Y,2,2,0,2023,Successful
OS125,Osceola,Tree,27.8665,-81.032333,Y,Y,N,0,0,0,2023,Failed
OS133,Osceola,Tree,27.8892267,-81.0595422,Y,Y,Y,2,2,0,2023,Successful
OS135,Osceola,Tree,27.898486,-81.090093,Y,Y,Y,2,2,0,2023,Successful
OS139,Osceola,Tree,28.102458,-80.906082,Y,Y,Y,1,1,0,2023,Successful
OS140,Osceola,Tree,27.932333,-81.226,N,N,N,0,0,0,2023,Inactive
OS146,Osceola,Tree,27.9333301,-81.2249752,N,N,N,0,0,0,2023,Inactive
OS147,Osceola,Tree,28.175,-80.89333333,Y,Y,Y,1,1,0,2023,Successful
OS148,Osceola,Tree,28.193,-81.28966667,N,N,N,0,0,0,2023,Destroyed
OS149,Osceola,Tree,28.19933333,-81.34966667,Y,Y,Y,2,1,1,2023,Successful
OS150,Osceola,Tree,28.27283333,-81.32433333,N,N,N,0,0,0,2023,Inactive
OS153,Osceola,Tree,28.28916667,-81.39,Y,Y,Y,2,2,0,2023,Successful
OS155,Osceola,Tree,28.31933333,-81.2315,Y,Y,Y,1,1,0,2023,Successful
OS156,Osceola,Tree,28.22166667,-81.36883333,Y,Y,Y,2,2,0,2023,Successful
OS166,Osceola,Tree,27.896,-81.145333,N,N,N,0,0,0,2023,Inactive
OS167,Osceola,Tree,28.33683333,-81.33616667,N,N,N,0,0,0,2023,Destroyed
OS169,Osceola,Tree,28.26666667,-81.34666667,Y,Y,Y,1,1,0,2023,Successful
OS170,Osceola,Tree,27.932667,-81.2405,Y,Y,Y,2,2,0,2023,Successful
OS178,Osceola,Tree,28.2015,-81.3405,Y,Y,Y,2,1,1,2023,Successful
OS179,Osceola,Tree,28.26366667,-81.39616667,Y,Y,Y,1,1,0,2023,Successful
OS180,Osceola,Tree,28.31833333,-81.41166667,Y,Y,Y,2,2,0,2023,Successful
OS185,Osceola,Tree,28.22016667,-81.33966667,Y,Y,Y,2,2,0,2023,Successful
OS193,Osceola,Artificial Substrate,28.341667,-81.628833,Y,Y,Y,1,1,0,2023,Successful
OS194,Osceola,Artificial Substrate,28.21883333,-81.31983333,Y,Y,Y,1,1,0,2023,Successful
OS205,Osceola,Tree,28.275046,-81.386802,Y,Y,N,1,0,1,2023,Failed
OS213,Osceola,Tree,28.19333,-81.43667,N,N,N,0,0,0,2023,Taken
OS214,Osceola,Artificial Substrate,28.341982,-81.304528,N,N,N,0,0,0,2023,Inactive
OS215,Osceola,Tree,28.251169,-81.374509,Y,Y,Y,2,2,0,2023,Successful
OS216,Osceola,Tree,28.281671,-81.329455,Y,Y,Y,2,2,0,2023,Successful
OS218,Osceola,Tree,27.91015,-81.10858,Y,Y,N,0,0,0,2023,Failed
OS219,Osceola,Tree,27.9534735,-81.203027,Y,Y,Y,2,2,0,2023,Successful
OS220,Osceola,Tree,27.938506,-81.211433,Y,Y,N,1,0,1,2023,Failed
OS221,Osceola,Tree,28.214641,-81.366146,Y,Y,Y,2,2,0,2023,Successful
OS222,Osceola,Artificial Substrate,28.299134,-81.363987,Y,Y,Y,1,1,0,2023,Successful
OS223,Osceola,Tree,28.278143,-81.248622,Y,Y,Y,1,1,0,2023,Successful
OS224,Osceola,Artificial Substrate,28.33918,-81.56124,Y,Y,Y,2,2,0,2023,Successful
OS225,Osceola,Tree,27.88391135,-81.05431228,N,N,N,0,0,0,2023,Destroyed
OS226,Osceola,Tree,27.8981348,-81.082633,Y,Y,Y,2,2,0,2023,Successful
OS227,Osceola,Tree,28.12464164,-81.41134515,Y,Y,Y,1,1,0,2023,Successful
OS229,Osceola,Tree,28.033656,-81.350233,Y,Y,Y,1,1,0,2023,Successful
OS230,Osceola,Tree,27.8825,-81.048611,N,N,N,0,0,0,2023,Inactive
OS231,Osceola,Tree,28.27084,-81.6174,Y,Y,Y,2,2,0,2023,Successful
OS233,Osceola,Tree,27.897121,-81.086759,N,N,N,0,0,0,2023,Inactive
OS234,Osceola,Artificial Substrate,28.241449,-81.259401,N,N,N,0,0,0,2023,Destroyed
OS235,Osceola,Tree,27.90832,-81.121275,Y,Y,Y,2,2,0,2023,Successful
OS236,Osceola,Tree,28.237217,-81.421534,Unk,Unk,Unk,0,0,0,2023,Unknown
OS237,Osceola,Tree,28.193089,-81.418808,Y,Y,Y,1,1,0,2023,Successful
OS239,Osceola,Tree,27.905088,-81.096243,Y,Y,Y,1,1,0,2023,Successful
OS240,Osceola,Artificial Substrate,28.323621,-81.338915,Y,Y,Y,1,1,0,2023,Successful
OS241,Osceola,Tree,28.264794,-81.379028,Y,Y,Y,2,1,1,2023,Successful
OS910,Osceola,Tree,27.908207,-81.130393,N,N,N,0,0,0,2023,Destroyed
OS934,Osceola,Artificial Substrate,28.311372,-81.459805,Y,Y,Y,2,2,0,2023,Successful
OS935,Osceola,Tree,28.18788,-81.436216,Y,Y,Y,1,1,0,2023,Successful
OS936,Osceola,Tree,28.336229,-81.309199,Y,Y,N,0,0,0,2023,Failed
OS937,Osceola,Tree,27.931044,-81.128132,Y,Y,Y,2,2,0,2023,Successful
OS986,Osceola,Tree,27.8735,-81.036638,Y,Y,N,0,0,0,2023,Failed
PB001,Palm Beach,Tree,26.682439,-80.763379,Y,Y,Y,2,2,0,2023,Successful
PB004,Palm Beach,Tree,26.91133333,-80.5165,N,N,N,0,0,0,2023,LTF
PB006,Palm Beach,Tree,26.799812,-80.171142,Y,Y,N,1,0,1,2023,Failed
PB008,Palm Beach,Tree,26.8705,-80.39777,N,N,N,0,0,0,2023,Inactive
PB011,Palm Beach,Tree,26.86818,-80.46239,Y,Y,Y,2,2,0,2023,Successful
PB013,Palm Beach,Tree,26.615731,-80.258322,Y,Y,Y,2,2,0,2023,Successful
PB014,Palm Beach,Tree,26.741667,-80.69,N,N,N,0,0,0,2023,Destroyed
PB016,Palm Beach,Tree,26.91534,-80.5397,N,N,N,0,0,0,2023,Inactive
PB017,Palm Beach,Tree,26.843324,-80.388647,Y,Y,Y,2,2,0,2023,Successful
PB018,Palm Beach,Tree,26.546111,-80.171842,Y,Y,Y,2,2,0,2023,Successful
PB020,Palm Beach,Tree,26.92133333,-80.43583333,N,N,N,0,0,0,2023,Inactive
PB021,Palm Beach,Tree,,,N,N,N,0,0,0,2023,Destroyed
PB023,Palm Beach,Tree,26.624704,-80.38851,Y,Y,Y,2,2,0,2023,Successful
PB025,Palm Beach,Tree,26.726377,-80.362334,Y,N,N,0,0,0,2023,Failed
PB026,Palm Beach,Tree,26.850967,-80.61525,Y,Y,Y,1,1,0,2023,Successful
PB027,Palm Beach,Tree,26.5730203,-80.21095172,Y,Y,Y,1,1,0,2023,Successful
PB030,Palm Beach,Tree,26.7506,-80.1421,Y,Y,N,2,0,2,2023,Failed
PB031,Palm Beach,Tree,26.611622,-80.837354,Y,Y,Y,2,2,0,2023,Successful
PB032,Palm Beach,Tree,26.83916667,-80.3015,N,N,N,0,0,0,2023,Inactive
PB033,Palm Beach,Artificial Substrate,26.407659,-80.129126,Y,Y,Y,2,2,0,2023,Successful
PB034,Palm Beach,Tree,26.660758,-80.628861,Y,Y,Y,2,2,0,2023,Successful
PB035,Palm Beach,Tree,26.85656,-80.135312,Y,Y,Y,2,2,0,2023,Successful
PB036,Palm Beach,Tree,26.700664,-80.711739,Y,N,N,0,0,0,2023,Failed
PB037,Palm Beach,Tree,26.53654,-80.396944,Y,Y,N,0,0,0,2023,Failed
PB039,Palm Beach,Tree,26.8889,-80.50436,Y,Y,Y,1,1,0,2023,Successful
PB040,Palm Beach,Tree,26.95061,-80.56852,N,N,N,0,0,0,2023,Inactive
PB041,Palm Beach,Tree,26.502333,-80.104083,Y,Y,N,0,0,0,2023,Failed
PB042,Palm Beach,Tree,26.92316,-80.13603,N,N,N,0,0,0,2023,Destroyed
PB043,Palm Beach,Tree,26.573059,-80.112323,N,N,N,0,0,0,2023,Destroyed
PB044,Palm Beach,Tree,26.721826,-80.849464,Y,Y,Y,2,2,0,2023,Successful
PB931,Palm Beach,Tree,26.71406,-80.66945,Y,Y,Y,2,2,0,2023,Successful
PB932,Palm Beach,Artificial Substrate,26.946944,-80.1495,Y,Y,Y,2,2,0,2023,Successful
PB983,Palm Beach,Tree,26.546871,-80.076187,N,N,N,0,0,0,2023,Gone
PI004,Pinellas,Tree,28.803161,-82.704121,Y,N,N,0,0,0,2023,Failed
PI005,Pinellas,Tree,28.119833,-82.721833,Y,Y,Y,2,2,0,2023,Successful
PI013,Pinellas,Artificial Substrate,27.860167,-82.771333,Y,Y,Y,2,2,0,2023,Successful
PI014,Pinellas,Artificial Substrate,27.7271322,-82.6762283,Y,Y,Y,2,2,0,2023,Successful
PI020,Pinellas,Tree,28.01129547,-82.77227551,Y,Y,Y,2,2,0,2023,Successful
PI021,Pinellas,Artificial Substrate,27.835146,-82.675918,Y,Y,Y,2,1,1,2023,Successful
PI023,Pinellas,Tree,28.2122,-82.8443,Y,Y,Y,1,1,0,2023,Successful
PI024,Pinellas,Artificial Substrate,27.88,-82.801167,N,N,N,0,0,0,2023,Inactive
PI025,Pinellas,Artificial Substrate,27.918063,-82.701756,Y,Y,Y,1,1,0,2023,Successful
PI029,Pinellas,Artificial Substrate,27.9315,-82.733333,Y,Y,Y,2,2,0,2023,Successful
PI030,Pinellas,Artificial Substrate,28.171333,-82.653333,Y,Y,Y,2,2,0,2023,Successful
PI031,Pinellas,Artificial Substrate,27.763667,-82.699,Y,Y,Y,2,2,0,2023,Successful
PI032,Pinellas,Artificial Substrate,27.9905,-82.697,Y,Y,N,0,0,0,2023,Failed
PI034,Pinellas,Tree,28.133401,-82.734672,Y,N,N,0,0,0,2023,Failed
PI035,Pinellas,Artificial Substrate,27.732247,-82.641327,N,N,N,0,0,0,2023,Inactive
PI039,Pinellas,Tree,28.08133333,-82.82966667,Y,Y,Y,2,2,0,2023,Successful
PI040,Pinellas,Artificial Substrate,27.899961,-82.763826,Y,Y,Y,2,2,0,2023,Successful
PI042,Pinellas,Artificial Substrate,27.818167,-82.770167,N,N,N,0,0,0,2023,Inactive
PI043,Pinellas,Artificial Substrate,27.8515,-82.811833,Y,Y,Y,2,2,0,2023,Successful
PI044,Pinellas,Tree,28.107218,-82.737745,Y,Y,Y,1,1,0,2023,Successful
PI045,Pinellas,Tree,28.165983,-82.758917,Y,Y,Y,2,2,0,2023,Successful
PI047,Pinellas,Artificial Substrate,27.863725,-82.697619,Y,N,N,0,0,0,2023,Failed
PI050,Pinellas,Artificial Substrate,27.810667,-82.787667,Y,Y,Y,2,2,0,2023,Successful
PI051,Pinellas,Tree,28.129324,-82.717718,Y,Y,Y,2,2,0,2023,Successful
PI052,Pinellas,Artificial Substrate,28.125833,-82.748333,N,N,N,0,0,0,2023,Inactive
PI053,Pinellas,Artificial Substrate,27.820667,-82.633167,Y,Y,Y,2,2,0,2023,Successful
PI054,Pinellas,Artificial Substrate,27.894167,-82.802833,Y,Y,Y,2,2,0,2023,Successful
PI055,Pinellas,Artificial Substrate,27.757252,-82.634702,Y,Y,Y,2,1,1,2023,Successful
PI057,Pinellas,Artificial Substrate,28.000901,-82.696783,Y,Y,Y,2,2,0,2023,Successful
PI058,Pinellas,Artificial Substrate,28.059667,-82.7015,Y,Y,Y,2,2,0,2023,Successful
PI059,Pinellas,Artificial Substrate,27.63916667,-82.73433333,Y,Y,N,0,0,0,2023,Failed
PI061,Pinellas,Artificial Substrate,27.868812,-82.743782,Y,Y,N,0,0,0,2023,Failed
PI064,Pinellas,Artificial Substrate,27.799833,-82.669833,Y,Y,Y,2,2,0,2023,Successful
PI066,Pinellas,Artificial Substrate,28.128195,-82.652707,Y,Y,Y,1,1,0,2023,Successful
PI067,Pinellas,Tree,28.10694,-82.71264,Y,Y,Y,2,2,0,2023,Successful
PI069,Pinellas,Tree,28.1152,-82.7371,N,N,N,0,0,0,2023,Taken
PI070,Pinellas,Artificial Substrate,27.894333,-82.660167,Y,Y,N,0,0,0,2023,Failed
PI071,Pinellas,Tree,28.114967,-82.722504,Y,Y,N,0,0,0,2023,Failed
PI072,Pinellas,Artificial Substrate,27.973097,-82.728664,Y,Y,Y,2,2,0,2023,Successful
PI073,Pinellas,Tree,28.152445,-82.725514,N,N,N,0,0,0,2023,Inactive
PI075,Pinellas,Artificial Substrate,27.71514,-82.652016,Y,Y,Y,2,1,1,2023,Successful
PI076,Pinellas,Artificial Substrate,27.947193,-82.799708,Y,Y,Y,2,2,0,2023,Successful
PI077,Pinellas,Artificial Substrate,28.066014,-82.774091,Y,Y,Y,2,2,0,2023,Successful
PI078,Pinellas,Artificial Substrate,28.154567,-82.74765,N,N,N,0,0,0,2023,Inactive
PI903,Pinellas,Artificial Substrate,28.059803,-82.680932,Y,Y,Y,2,2,0,2023,Successful
PI910,Pinellas,Artificial Substrate,27.709194,-82.715298,N,N,N,0,0,0,2023,Taken
PI911,Pinellas,Artificial Substrate,27.895649,-82.777897,N,N,N,0,0,0,2023,Taken
PI931,Pinellas,Tree,28.100501,-82.727075,N,N,N,0,0,0,2023,Taken
PI935,Pinellas,Artificial Substrate,27.978444,-82.775028,N,N,N,0,0,0,2023,Inactive
PI937,Pinellas,Artificial Substrate,27.89579,-82.73163,Y,Y,Y,1,1,0,2023,Successful
PI938,Pinellas,Artificial Substrate,27.87508029,-82.7866982,N,N,N,0,0,0,2023,Inactive
PI964,Pinellas,Artificial Substrate,,,N,N,N,0,0,0,2023,Inactive
PO003,Polk,Tree,28.05115,-81.427483,Y,Y,Y,1,1,0,2023,Successful
PO010,Polk,Tree,27.65533333,-81.38416667,N,N,N,0,0,0,2023,Destroyed
PO012,Polk,Tree,27.92655,-81.3648,N,N,N,0,0,0,2023,Inactive
PO016,Polk,Tree,28.056383,-81.433467,Y,Y,Y,1,1,0,2023,Successful
PO017,Polk,Tree,27.697048,-81.425235,Y,Y,Y,2,2,0,2023,Successful
PO019,Polk,Tree,28.0385,-81.395833,N,N,N,0,0,0,2023,Taken
PO022,Polk,Tree,28.046167,-81.422167,Y,Y,Y,1,1,0,2023,Successful
PO023,Polk,Tree,27.672383,-81.393367,N,N,N,0,0,0,2023,Inactive
PO025,Polk,Tree,28.035667,-81.386667,N,N,N,0,0,0,2023,Destroyed
PO027,Polk,Tree,27.698572,-81.46246,Y,Y,Y,1,1,0,2023,Successful
PO039,Polk,Tree,27.985167,-81.867333,Y,Y,Y,2,2,0,2023,Successful
PO043,Polk,Artificial Substrate,27.954715,-81.795201,Y,Y,Y,2,2,0,2023,Successful
